epoch,i,loss
1,0,1.4221595282457313
1,0,1.4163556828790782
1,1,1.4170276948383875
2,0,1.4119520576632754
2,0,1.4105772826136376
2,1,1.4097996901492684
3,0,1.409983104589034
3,0,1.4088360971334029
3,1,1.4051761797496252
4,0,1.4049961396626063
4,0,1.4080258242937984
4,1,1.407147621621891
5,0,1.4050431762422835
5,0,1.4051372980584904
5,1,1.4072929231487974
6,0,1.4032779591424125
6,0,1.4051425213716469
6,1,1.4059752858414942
7,0,1.4021561170110897
7,0,1.4055835081606496
7,1,1.4020108690067214
8,0,1.401857142545739
8,0,1.3996844972882951
8,1,1.3999911960290403
9,0,1.3976416636486442
9,0,1.3970958724313853
9,1,1.391954015712349
10,0,1.3904809465213699
10,0,1.3865334768684543
10,1,1.377708980015346
11,0,1.3676961490086146
11,0,1.3507931256780819
11,1,1.331300720876577
12,0,1.2950671765269066
12,0,1.2626534700393677
12,1,1.2419780152184623
13,0,1.2241664127427705
13,0,1.1918867339893264
13,1,1.1588824549499823
14,0,1.148606920728878
14,0,1.1376769445380386
14,1,1.1012388905700372
15,0,1.0710325800642675
15,0,1.0514167620211232
15,1,1.044002380906319
16,0,0.9904062577656337
16,0,0.9808760589482833
16,1,0.9620881688838102
17,0,0.9395816691067754
17,0,0.9110695841361065
17,1,0.8976467799167244
18,0,0.8689099173156583
18,0,0.8645736915724618
18,1,0.8381861010376288
19,0,0.8067613523833606
19,0,0.7692500717785894
19,1,0.7088817309360115
20,0,0.6631025866586335
20,0,0.6225577063706457
20,1,0.5911887361078846
21,0,0.5788138137788189
21,0,0.5351849313901396
21,1,0.5281220863060075
22,0,0.5071432888507843
22,0,0.5117785158206005
22,1,0.5121182142471781
23,0,0.4994224163950706
23,0,0.47214033773967196
23,1,0.45766961878659773
24,0,0.4832496302468436
24,0,0.4340756699746969
24,1,0.46230647332814273
25,0,0.44208134132988597
25,0,0.44999727728415506
25,1,0.42554607744119605
26,0,0.42573865822383333
26,0,0.4149971014382888
26,1,0.4258373312804164
27,0,0.40167928715141454
27,0,0.396661850870872
27,1,0.40839155961056145
28,0,0.3911303318276697
28,0,0.38231622442907215
28,1,0.38237390773636953
29,0,0.394348497901644
29,0,0.3578091692559573
29,1,0.3582239923428516
30,0,0.3593297561212462
30,0,0.35318331572474265
30,1,0.3421080069882529
31,0,0.3430542021381612
31,0,0.332984308503112
31,1,0.3625106875385557
32,0,0.3154456557667985
32,0,0.3260480770651175
32,1,0.3320485079775051
33,0,0.32374614659620793
33,0,0.31624818638879426
33,1,0.31179443427494596
34,0,0.3161689982730515
34,0,0.31275657792480627
34,1,0.32112805575740583
35,0,0.2935158227171217
35,0,0.30501305692049924
35,1,0.3278928691027116
36,0,0.2802111013811462
36,0,0.2768757918051311
36,1,0.29933550193601727
37,0,0.30313382282549023
37,0,0.28127180891377584
37,1,0.2586927357680944
38,0,0.2869970783287165
38,0,0.2793941424817455
38,1,0.2749244476459464
39,0,0.28875122721097907
39,0,0.2735024745367011
39,1,0.28253218896534976
40,0,0.2642505871398108
40,0,0.2829068257492416
40,1,0.26344230345317293
41,0,0.26033461519650053
41,0,0.2715728819674375
41,1,0.25915547825244006
42,0,0.2608727794520709
42,0,0.2690486883630558
42,1,0.2531450716208439
43,0,0.25000342878760123
43,0,0.25712104293764854
43,1,0.25716346806409407
44,0,0.2607184815771726
44,0,0.2627019179718835
44,1,0.2374637862857507
45,0,0.25767422087338504
45,0,0.22766190645646076
45,1,0.2519899409036247
46,0,0.23711733824136305
46,0,0.23473593121280475
46,1,0.24760837290360002
47,0,0.24313578556995002
47,0,0.23440418164340818
47,1,0.2391660143526233
48,0,0.22973974368401937
48,0,0.24226115461514922
48,1,0.22528122304653636
49,0,0.22757290866301985
49,0,0.21935704548139962
49,1,0.22912223272177637
50,0,0.2288309411734951
50,0,0.23220406609530353
50,1,0.21739210766188952
51,0,0.23388722113200597
51,0,0.2143800068570643
51,1,0.21395267789461175
52,0,0.22656033020846697
52,0,0.2178411047373499
52,1,0.22530073748559368
53,0,0.21300480089017323
53,0,0.22307495712017528
53,1,0.20563656167716396
54,0,0.2095635119749575
54,0,0.19340411816932718
54,1,0.21432631325965024
55,0,0.2057564383258625
55,0,0.19516202883452785
55,1,0.20228090061216938
56,0,0.21939545398464008
56,0,0.19266756183030653
56,1,0.19803575760855965
57,0,0.21350095603539018
57,0,0.18961768217232763
57,1,0.1917807157246434
58,0,0.210109252102521
58,0,0.19312137030825324
58,1,0.21305308734275857
59,0,0.18802200668320365
59,0,0.19326353088325385
59,1,0.18314516696394706
60,0,0.17750138074767832
60,0,0.18293098269068464
60,1,0.17918504211975603
61,0,0.18053669786574889
61,0,0.17053833041264085
61,1,0.17518183087207834
62,0,0.15688474217847903
62,0,0.17166069803797468
62,1,0.17468565778464687
63,0,0.1515731323434382
63,0,0.1598542936298312
63,1,0.16010900434790826
64,0,0.18099526407159106
64,0,0.15776831763131277
64,1,0.136582506478441
65,0,0.15900271773642424
65,0,0.1466659746912061
65,1,0.16907502634792912
66,0,0.1325849675554402
66,0,0.1530850806406566
66,1,0.1538533271879566
67,0,0.15171572968971972
67,0,0.12484304097538092
67,1,0.13961439115964636
68,0,0.1445878666578507
68,0,0.14114623303924287
68,1,0.14552364239887317
69,0,0.14585136987116873
69,0,0.1441174810182075
69,1,0.12012342720919726
70,0,0.12653612543125542
70,0,0.1282023941071666
70,1,0.1341094338924301
71,0,0.14411013026018532
71,0,0.1316641524282037
71,1,0.12639940864577584
72,0,0.1128599253692189
72,0,0.12967100693863265
72,1,0.12696206835763796
73,0,0.1330834421880391
73,0,0.12912701541671948
73,1,0.11183552596033836
74,0,0.12092881163164061
74,0,0.1206602967363231
74,1,0.12285773577738782
75,0,0.11755753840718951
75,0,0.11633213822330747
75,1,0.12040292300588014
76,0,0.11097659512746091
76,0,0.11331582289873338
76,1,0.11489746080977577
77,0,0.11479058838924583
77,0,0.10724691864179105
77,1,0.12058771842596483
78,0,0.13424572599481563
78,0,0.10797211330155937
78,1,0.09985659484352384
79,0,0.11164474882641617
79,0,0.11319517557110105
79,1,0.09397919658495456
80,0,0.11315426686588599
80,0,0.11142469950172366
80,1,0.09526546459112849
81,0,0.11144259336347483
81,0,0.1006609130726785
81,1,0.09589733905634101
82,0,0.11462841525065656
82,0,0.10106083264156264
82,1,0.09312466858905188
83,0,0.09930639447910446
83,0,0.10356849108879664
