epoch,i,loss
1,0,1.390989892336787
1,0,1.3461936201368059
2,0,1.3012515525428616
2,0,1.2736963325617265
3,0,1.2416160860840155
3,0,1.2191763289120732
4,0,1.1933425494602747
4,0,1.1729422369781806
5,0,1.1469202382223946
5,0,1.1308518234564333
6,0,1.1146443595691604
6,0,1.1013469428432232
7,0,1.0543924545755192
7,0,0.9356949657809978
8,0,0.7238857782616908
8,0,0.6593355639856688
9,0,0.628882860042611
9,0,0.5839840264952912
10,0,0.5692143269947597
10,0,0.5208161515848977
11,0,0.4515126627318713
11,0,0.4384927573252697
12,0,0.40922398044138536
12,0,0.34707631687728724
13,0,0.3245896131408458
13,0,0.3016823013218082
14,0,0.27301203900453996
14,0,0.24398961359140825
15,0,0.22967194735395666
15,0,0.2158036280651482
16,0,0.20278521125413934
16,0,0.18636945718709302
17,0,0.1616077506724669
17,0,0.17452051262466275
18,0,0.15940530811037337
18,0,0.15635503950167676
19,0,0.15464877124343598
19,0,0.14415188491040345
20,0,0.14625287861848363
20,0,0.13695056683250836
21,0,0.13249832939128486
21,0,0.13372840922401877
22,0,0.12413409998526378
22,0,0.1549131925768998
23,0,0.13194650137911038
23,0,0.11626009825541049
24,0,0.12586704778427982
24,0,0.107679297425309
25,0,0.11042449448485764
25,0,0.10703841087465384
26,0,0.10744871647686374
26,0,0.11074455310495532
27,0,0.10085737526568832
27,0,0.10741963123484534
28,0,0.10436538865371627
28,0,0.09318897736315825
29,0,0.10415057389407742
29,0,0.09481920077636534
30,0,0.08609195167616922
30,0,0.1115043446117518
31,0,0.0918213102054231
31,0,0.08742088252412421
32,0,0.08778266631522957
32,0,0.08583355151420953
33,0,0.08039381997469737
33,0,0.07663376880239467
34,0,0.07423440477221596
34,0,0.0896031640241949
35,0,0.08690217785461217
35,0,0.0756114920867341
36,0,0.07215446195736223
36,0,0.06470331511631304
37,0,0.0757368049223204
37,0,0.06291910297028264
38,0,0.06485597302719039
38,0,0.061833515288118195
39,0,0.0633498059243572
39,0,0.0594928322017801
40,0,0.06613515268022917
40,0,0.05288611894131315
41,0,0.05464528508636416
41,0,0.054056428505906036
42,0,0.051923882539327046
42,0,0.05031807304416992
43,0,0.051816218561131736
43,0,0.05233486019531075
44,0,0.047034074058186034
44,0,0.04524173813738993
45,0,0.044143834179837485
45,0,0.050830633037400486
46,0,0.0365785628614225
46,0,0.04903544923670742
47,0,0.03879664391659352
47,0,0.040933470488811026
48,0,0.033659069361735364
48,0,0.040580381677314946
49,0,0.03843512169408555
49,0,0.03905165665878021
50,0,0.03424456986427611
50,0,0.0374649049790234
51,0,0.03249251827293513
51,0,0.03781226672688309
52,0,0.038013361451425115
52,0,0.03891202143146372
53,0,0.02828574292741868
53,0,0.033423157879246435
54,0,0.026789928197252507
54,0,0.030704978791692733
55,0,0.02644372916286241
55,0,0.02602268439926663
56,0,0.029510989661651606
56,0,0.025578011573311323
57,0,0.024068207061868543
57,0,0.02775568658562035
58,0,0.023724082857370377
58,0,0.01860535228434874
59,0,0.020746552936580717
59,0,0.02338048394731417
60,0,0.02249900266832235
60,0,0.020130571576633623
61,0,0.018219392433078314
61,0,0.01974960484028775
62,0,0.016738674955024402
62,0,0.021950048703358184
63,0,0.018626634311881298
63,0,0.015652537830554102
64,0,0.017250424227202122
64,0,0.01348193529613164
65,0,0.0164643106364398
65,0,0.014695390441207861
66,0,0.018147384101638988
66,0,0.016742245553118387
67,0,0.015502023073483487
67,0,0.012853934184876176
68,0,0.01320916611929329
68,0,0.011227091783847737
69,0,0.013004995984671523
69,0,0.010538619558079814
70,0,0.012760718614433189
70,0,0.011179519482242058
71,0,0.009623248225116
71,0,0.013097203129959501
72,0,0.010021051484616282
72,0,0.009683377171239379
73,0,0.010064406676826124
73,0,0.01039951690947827
74,0,0.008659000551252037
74,0,0.008156792688354546
75,0,0.007234028127158479
75,0,0.008675904875640206
76,0,0.008566745637668943
76,0,0.008551383469424838
77,0,0.007630655713075278
77,0,0.008304630503609625
78,0,0.0098849729425749
78,0,0.00630531803828341
79,0,0.007494150126371913
79,0,0.006187462712381491
80,0,0.006089034547307053
80,0,0.008177367920455123
81,0,0.006766277684934666
81,0,0.005304287077279343
82,0,0.0061764478747618895
82,0,0.005295558510661809
83,0,0.006936461904694383
83,0,0.004944718458300114
84,0,0.0059535722949123964
84,0,0.004202896819392942
85,0,0.005589823887151267
85,0,0.005080607969180814
86,0,0.00832093031886889
86,0,0.012744105267766103
87,0,0.0049495282274081695
87,0,0.005392767673676682
88,0,0.0047456725519530625
88,0,0.00510634587868592
89,0,0.004460444520061303
89,0,0.004865817169121904
90,0,0.004130694032789265
90,0,0.003935067470147446
91,0,0.005063281424833006
91,0,0.003928716685884271
92,0,0.002619460428238143
92,0,0.004395709482938697
93,0,0.0034481575011693854
93,0,0.0037750578295363455
94,0,0.0039624335970111875
94,0,0.0029435787618407334
95,0,0.003072376810228072
95,0,0.004237757159435019
96,0,0.00474486665382069
96,0,0.0036308813165417133
97,0,0.003713535244709679
97,0,0.002446455546305515
98,0,0.0034025014174403623
98,0,0.0027923638153136993
99,0,0.002994292912225486
99,0,0.0029183668042865713
100,0,0.0029799667975808283
100,0,0.0028737391575657744
