epoch,i,loss
1,0,1.4104574480835272
1,0,1.4095224215059865
1,1,1.407235744048138
2,0,1.409065124939899
2,0,1.4069244180406844
2,1,1.4073298682971878
3,0,1.4111636220192423
3,0,1.4052537266088991
3,1,1.4048404790917222
4,0,1.4059655155454363
4,0,1.407487694098025
4,1,1.4054278378583946
5,0,1.4033908868322567
5,0,1.405638658270544
5,1,1.405772369735095
6,0,1.4030463549555565
6,0,1.401254155197922
6,1,1.3986112876814238
7,0,1.3966642034297088
7,0,1.3918895989048237
7,1,1.3798408192031237
8,0,1.3755451708423847
8,0,1.347435206783061
8,1,1.3238843582114395
9,0,1.274832890958202
9,0,1.2038569523363698
9,1,1.0739993282726832
10,0,1.0074553477520845
10,0,0.9780333747669142
10,1,0.936607939856393
11,0,0.8930120772244979
11,0,0.8629580091456978
11,1,0.8032606815805241
12,0,0.7468345347715883
12,0,0.7302326851961564
12,1,0.676694570755472
13,0,0.6243090489689185
13,0,0.6155105269685084
13,1,0.6188938307518862
14,0,0.5614849700003254
14,0,0.5284998787909138
14,1,0.5205456346881633
15,0,0.4897202113453223
15,0,0.48482662743451643
15,1,0.4760357688884346
16,0,0.44537186379335364
16,0,0.4571320676073736
16,1,0.41234568947431993
17,0,0.4448399665404339
17,0,0.4077979298878689
17,1,0.39940008247385217
18,0,0.37460061968589314
18,0,0.3768720191960432
18,1,0.36196479079674704
19,0,0.3612582090557838
19,0,0.3536700612428237
19,1,0.34974710247954544
20,0,0.310912055324535
20,0,0.3181310679231371
20,1,0.3220186844772222
21,0,0.30414238176783737
21,0,0.3013253704625733
21,1,0.29474538747145207
22,0,0.2765747062405761
22,0,0.26445125408318576
22,1,0.2867215400447651
23,0,0.25911709058041477
23,0,0.262405770469685
23,1,0.24259816809576384
24,0,0.23543725907802582
24,0,0.23655797419499378
24,1,0.24540646693536214
25,0,0.2296376308920432
25,0,0.2155203925711768
25,1,0.22099274047175232
26,0,0.21192508494975615
26,0,0.21879780657437384
26,1,0.2214108822601182
27,0,0.19882260871176816
27,0,0.21958510212752283
27,1,0.19889853256089346
28,0,0.200111840756572
28,0,0.21306318865746868
28,1,0.19998794429156244
29,0,0.1866882524015952
29,0,0.1787507816845057
29,1,0.17965744770303063
30,0,0.2090020245131181
