epoch,i,loss
1,0,1.3844426505419674
1,0,1.3449782887283637
1,0,1.3117311292765093
2,0,1.2556369377642262
2,0,1.1915016660884934
2,0,1.1071168451893085
3,0,0.9827899154351682
3,0,0.8784358708225951
3,0,0.840931270803724
4,0,0.8010833372875136
4,0,0.7493094984365969
4,0,0.7491552306681263
5,0,0.7171230595939013
5,0,0.6986981508683185
5,0,0.666152228506244
6,0,0.6443041623855124
6,0,0.645606914345099
6,0,0.6285646533479496
7,0,0.6262989263145291
7,0,0.6027409057227933
7,0,0.5961147960351438
8,0,0.6010286856670769
8,0,0.5759230134438496
8,0,0.5448313738618579
9,0,0.5418106317520142
9,0,0.5203569166514338
9,0,0.5174168658499815
10,0,0.4892598621699275
10,0,0.5100683934834539
10,0,0.44726309970933564
11,0,0.439901097088444
11,0,0.43356892466545105
11,0,0.41930265846301096
12,0,0.4154984938855074
12,0,0.39462199685524924
12,0,0.37931583669720864
13,0,0.39536096429338263
13,0,0.35751716701351866
13,0,0.3683843199087649
14,0,0.35399783509118216
14,0,0.3482342617852347
14,0,0.3489690143234876
15,0,0.31613130837070696
15,0,0.31018651596137453
15,0,0.31014133472831884
16,0,0.3117637156831975
16,0,0.299398447177848
16,0,0.29178618989428695
17,0,0.27367369982661033
17,0,0.2802153001634442
17,0,0.27397726080855545
18,0,0.27637794613838196
18,0,0.25062066803173144
18,0,0.24958262790222557
19,0,0.25572970904866044
19,0,0.24174730266843522
19,0,0.24293256353358833
20,0,0.2230942720661358
20,0,0.2355619621824245
20,0,0.2301824921552016
21,0,0.2223428098522887
21,0,0.21954027213612382
21,0,0.21862213039884762
22,0,0.20788287569065483
22,0,0.20367972400723672
22,0,0.20575176985288152
23,0,0.20904672769259433
23,0,0.19170683561539165
23,0,0.19790800858517082
24,0,0.1996210856097085
24,0,0.18102650906966658
24,0,0.1748632378115946
25,0,0.1795402327362372
25,0,0.17760426444666727
25,0,0.16269084704773767
26,0,0.18272957844393595
26,0,0.17918382174506478
26,0,0.16182474852824696
27,0,0.16240878935371125
27,0,0.1652771763655604
27,0,0.16835807279056433
28,0,0.15241255276665397
28,0,0.14296121674836898
28,0,0.1563886013262126
29,0,0.14226131217212093
29,0,0.14780726527072946
29,0,0.14132988255242912
30,0,0.13578552767938498
30,0,0.13809670659960532
30,0,0.14140762130216677
31,0,0.1331551619330231
31,0,0.127851701132497
31,0,0.12788207159966838
32,0,0.11614474783442458
32,0,0.1233703246226116
32,0,0.1115855662798395
33,0,0.12889300446425164
