epoch,i,loss
1,0,1.412667804834794
1,0,1.409450341244133
2,0,1.4053838642276064
2,0,1.404214401634372
3,0,1.4025263810644344
3,0,1.3999498133756676
4,0,1.4014162044135892
4,0,1.4008180851839027
5,0,1.399552043603391
5,0,1.3974620639061441
6,0,1.398392723531139
6,0,1.4004859048493055
7,0,1.395111514597523
7,0,1.4040654265150732
8,0,1.3977442979812622
8,0,1.3989881739324452
9,0,1.400040468391107
9,0,1.4010139728079036
10,0,1.4014425837263769
10,0,1.3962377553083458
11,0,1.4020519280920223
11,0,1.3978999220595067
12,0,1.400119197611906
12,0,1.398192833880989
13,0,1.39830089101986
13,0,1.3998583117309882
14,0,1.401053552724877
14,0,1.398488964353289
15,0,1.3958614237454472
15,0,1.3972819265054197
16,0,1.3981159803818684
16,0,1.3981726023615624
17,0,1.3985359717388541
17,0,1.3951391249286884
18,0,1.3945819626049119
18,0,1.3956893560837726
19,0,1.393492053966133
19,0,1.3965951131314647
20,0,1.391179658928696
20,0,1.393881041176465
21,0,1.3893044822070064
21,0,1.3860323842690916
22,0,1.3804387584024547
22,0,1.3783049413136073
23,0,1.367766986087877
23,0,1.3594083980638154
24,0,1.3455030723493926
24,0,1.321396533323794
25,0,1.2778915604766534
25,0,1.2641871437734487
26,0,1.2227283497245944
26,0,1.1980875146632293
27,0,1.1528097561427526
27,0,1.1260410632405962
28,0,1.06504160409071
28,0,1.042431577127807
29,0,0.9759847996186237
29,0,0.9372332436697823
30,0,0.8833597764676931
30,0,0.8732515135589911
31,0,0.8274652665975143
31,0,0.7974946742155113
32,0,0.7732655843909906
32,0,0.7541561297007969
33,0,0.7186215957816766
33,0,0.7036841049486277
34,0,0.6714344918727875
34,0,0.6588273388998849
35,0,0.6228092811545547
35,0,0.5886595650595061
36,0,0.5747860700500255
36,0,0.5265934254441943
37,0,0.4883054397544082
37,0,0.48434159767871
38,0,0.438176056560205
38,0,0.4311050371247895
39,0,0.41652283832734943
39,0,0.371320833357013
40,0,0.3891551877771105
40,0,0.3348138739868086
41,0,0.3215395032751317
41,0,0.30365470599155037
42,0,0.3071494117683294
42,0,0.28265485562840287
43,0,0.26826756675632635
43,0,0.27547815198801
44,0,0.2664491585930999
44,0,0.2651910894379324
45,0,0.23886452584850545
45,0,0.2519286486263178
46,0,0.23568142889713756
46,0,0.23938469832040826
47,0,0.2374703940384242
47,0,0.21927712736081104
48,0,0.22365176647293325
48,0,0.2078126828585352
49,0,0.22569306057934857
49,0,0.1992343331934238
50,0,0.20461368241480418
50,0,0.20366504773193475
51,0,0.19953392157141042
51,0,0.18268664911085244
52,0,0.19272059673557476
52,0,0.17579818440943348
53,0,0.21127712346461355
53,0,0.19711183376458227
54,0,0.17294527392606346
54,0,0.1981182692914593
55,0,0.17381712064451102
55,0,0.19457266053983144
56,0,0.16974138362067087
56,0,0.17119447491606887
57,0,0.16787878560776615
57,0,0.16912811447163018
58,0,0.1532771071913291
58,0,0.16918153407014147
59,0,0.15455552768342348
59,0,0.16253847400752866
60,0,0.14097860181818203
60,0,0.14853345359466513
61,0,0.16098399688394702
61,0,0.16159948394918927
62,0,0.14983963365761602
62,0,0.13427046329087142
63,0,0.1423529499039358
63,0,0.13021381412233626
64,0,0.14109967580559302
64,0,0.1376750577165156
65,0,0.14000351917074652
65,0,0.13031461918536497
66,0,0.13153298913824316
66,0,0.12781575725090746
67,0,0.13449659662283198
67,0,0.13139073041324711
68,0,0.1270962963450928
68,0,0.13125309416530084
69,0,0.11783725243746018
69,0,0.11953497864305973
70,0,0.11771780594575162
70,0,0.12499462189723035
71,0,0.12940906661049445
71,0,0.11195442954800566
72,0,0.11394620131777257
72,0,0.11882540051426206
73,0,0.10492515320680579
73,0,0.12181415081936486
74,0,0.11770952492952347
74,0,0.11061720398007607
75,0,0.11490208872270827
75,0,0.10780602663147207
76,0,0.09824234980861751
76,0,0.10533608891526047
77,0,0.11202913363065038
77,0,0.09969807416200638
78,0,0.10402702981111955
78,0,0.09966214396515671
79,0,0.10266408312837688
79,0,0.10060507766142184
80,0,0.10128145056719683
80,0,0.08812082190142602
81,0,0.09775585985305357
81,0,0.09878917502201333
82,0,0.10199387880916498
82,0,0.09093092754483223
83,0,0.08524372987449169
83,0,0.10197051625926884
84,0,0.0925266789842625
84,0,0.08819904756181095
85,0,0.0909283990610619
85,0,0.09606361275120658
86,0,0.07900763204207226
86,0,0.08714208041070676
87,0,0.09807411246761984
87,0,0.08905732373193818
88,0,0.07284045626162267
88,0,0.09165493372295584
89,0,0.07127741249088122
89,0,0.07817658561528945
90,0,0.07345268445811709
90,0,0.0750066620886934
91,0,0.08011793280590554
91,0,0.08533900531426984
92,0,0.07654914484188265
92,0,0.07509536873929355
93,0,0.06478836406402443
93,0,0.0810304662326769
94,0,0.06981805662567518
94,0,0.07944091774371205
95,0,0.07978268279408922
95,0,0.07364510969087786
96,0,0.06471546623399671
96,0,0.07250169178052825
97,0,0.06762573107772944
97,0,0.07892810017326657
98,0,0.07272735034704816
98,0,0.06644288591128222
99,0,0.07367359219613123
99,0,0.06030640074489068
100,0,0.0716053239849149
100,0,0.06635938641824285
